PRODUCT;AGE;AREA;RESIDENTIAL_PLACE;EDUCATION;MARITAL_STATUS;HOUSEHOLD_MEMBERS;NO_OF_DEPENDENTS;INCOME;WORK_SENIORITY;BUSINESS AGE;ECONOMIC_SECTOR;EMPLOYEE_NO;LENGTH_RELATIONSHIP_WITH_CLIENT;DEBIT_CARD;CURRENT_ACCOUNT;SAVING_ACCOUNT;SALARY_ACCOUNT;FOREIGN_ACCOUNT;FINALIZED_LOAN;DEPOSIT;PENSION_FUNDS;DEFAULT_FLAG
C;48;Rural area;Owner without mortgage;Vocational school;married;2;0;1513.425;3;5;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
B;36;Rural area;Living with family;University;single;1;0;1793.0;8;11;Public administration and defence;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;28;County capital;Living with family;Post secondary school;single;1;0;1107.0;2;23;Missing;between 21-50;1;False;0;0;0;0;0;0;0;0
F;27;Urban area;Living with family;Post-graduate;single;1;0;2616.0;2;15;Information and communication;between 251-500;7;False;0;0;0;0;0;0;0;0
C;42;County capital;Owner without mortgage;University;married;2;0;1458.0;15;51;Missing;between 21-50;1;True;1;0;0;0;0;0;0;0
B;29;Rural area;Living with family;Post secondary school;married;2;0;1474.75;2;15;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;32;County capital;Living with family;Post secondary school;single;1;0;1258.755;5;21;Wholesale and retail trade;> 1.000;1;False;0;0;0;0;0;0;0;0
C;25;Rural area;Living with family;University;single;1;0;5842.15;2;12;Transportation and storage;between 251-500;1;True;1;0;0;0;0;0;0;0
C;31;County capital;Living with family;Post-graduate;married;2;0;7198.25;3;8;Wholesale and retail trade;> 1.000;1;True;1;0;0;0;0;0;0;0
E;59;County capital;Owner without mortgage;Highschool;married;2;0;2169.0;24;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
E;42;Rural area;Owner without mortgage;Highschool;single;1;0;794.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
B;30;County capital;Owner without mortgage;Post-graduate;single;1;0;2082.0;7;22;Financial and insurance activities;between 501-1.000;1;False;0;0;0;0;0;0;0;0
B;27;Urban area;Living with family;University;single;1;0;2065.5025;5;16;Public administration and defence;between 251-500;2;True;1;0;1;0;0;0;0;0
E;57;Urban area;Owner without mortgage;Highschool;married;2;0;1229.0;5;16;Missing;Missing;11;True;1;0;0;0;0;0;0;0
C;29;Rural area;Living with family;Highschool;married;4;2;1893.25;6;18;Wholesale and retail trade;between 501-1.000;1;False;1;0;0;0;0;0;0;0
B;52;County capital;Owner without mortgage;Missing;single;1;0;1692.33;24;25;Education;between 501-1.000;3;True;1;0;0;0;0;0;0;0
F;32;Rural area;Living with family;Highschool;single;1;0;3269.0;8;16;Financial and insurance activities;between 51-100;2;False;0;0;0;0;0;0;0;0
C;26;Urban area;Living with family;University;married;2;0;1588.75;1;11;Manufacturing;> 1.000;1;True;1;0;1;0;0;0;0;0
C;46;Urban area;Owner without mortgage;University;married;2;0;2029.0;3;8;Wholesale and retail trade;between 0-10;12;True;1;0;0;0;1;0;0;0
B;31;County capital;Living with family;Other;single;1;0;1364.0825;5;21;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;34;County capital;Owner without mortgage;University;married;2;0;2330.75;9;24;Financial and insurance activities;> 1.000;12;False;0;0;0;0;0;0;0;0
C;66;County capital;Owner without mortgage;College;single;1;0;953.0;5;16;Missing;Missing;10;True;1;0;0;0;0;0;0;0
C;63;Urban area;Owner without mortgage;University;widow;1;0;1519.0;5;16;Missing;Missing;11;False;0;0;0;0;1;0;0;0
F;38;County capital;Rental;Highschool;married;2;0;1077.25;7;24;Wholesale and retail trade;between 251-500;12;False;0;0;0;0;0;0;0;0
E;27;Urban area;Owner without mortgage;Highschool;single;1;0;1465.92;5;13;Manufacturing;between 501-1.000;4;True;1;0;0;0;1;0;0;0
F;27;County capital;Living with family;University;single;1;0;3200.0;3;9;Missing;between 21-50;8;True;1;0;0;0;0;0;0;0
B;48;County capital;Owner without mortgage;University;married;2;0;1624.0;7;62;Education;between 101-250;2;False;0;0;0;0;0;0;0;0
C;62;Urban area;Owner without mortgage;University;married;2;0;1038.0;13;24;Electricity and gas;between 101-250;8;False;0;0;0;0;1;0;0;0
B;64;Urban area;Owner without mortgage;Highschool;divorced;1;0;721.0;5;16;Missing;Missing;11;True;1;0;0;0;1;0;0;0
C;37;County capital;Living with family;University;single;1;0;2562.0;8;18;Public administration and defence;between 501-1.000;1;False;1;0;0;0;0;0;0;0
C;48;County capital;Living with family;Highschool;single;1;0;1230.91;9;19;Wholesale and retail trade;> 1.000;1;False;0;0;0;0;0;0;0;0
F;27;County capital;Living with family;Post secondary school;single;1;0;1837.33;6;23;Wholesale and retail trade;between 21-50;2;False;0;0;0;0;0;0;0;0
B;48;Rural area;Owner without mortgage;Highschool;married;3;1;1235.0;3;15;Missing;between 0-10;8;False;0;0;0;0;0;0;0;0
F;41;Rural area;Living with family;Highschool;married;3;1;1832.0;3;8;Other;between 101-250;1;False;1;0;0;0;0;0;0;0
C;66;Rural area;Living with family;Vocational school;married;2;0;867.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;43;Urban area;Owner without mortgage;Highschool;single;1;0;2937.1;2;3;Transportation and storage;between 21-50;1;False;0;0;0;0;0;0;0;0
C;39;Urban area;Owner with mortgage;Post-graduate;married;2;0;7498.67;4;11;Manufacturing;between 251-500;12;True;1;0;1;0;0;0;0;0
E;65;County capital;Owner without mortgage;Post secondary school;married;2;0;818.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;28;County capital;Living with family;Highschool;single;1;0;852.0;4;21;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
F;25;County capital;Living with family;Vocational school;single;1;0;1323.7475;5;11;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;59;County capital;Owner without mortgage;Post secondary school;single;1;0;1820.0;25;50;Missing;between 101-250;10;True;1;0;0;0;1;0;0;0
C;26;Urban area;Living with family;Highschool;single;1;0;1165.1525;5;10;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
E;51;County capital;Owner without mortgage;Vocational school;married;2;0;611.0;17;17;Missing;between 101-250;10;True;1;0;0;0;0;0;0;0
C;39;County capital;Owner without mortgage;University;single;1;0;1396.0;3;14;Water supply;> 1.000;10;False;0;0;0;0;0;0;0;0
C;64;Rural area;Owner without mortgage;Other;single;1;0;723.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;57;County capital;Owner without mortgage;Missing;married;2;0;1183.0;5;16;Missing;Missing;21;True;1;0;0;0;0;0;0;0
B;25;County capital;Living with family;University;single;1;0;4140.33;2;2;Information and communication;between 21-50;1;False;1;0;0;0;0;0;0;0
C;66;Rural area;Living with family;Highschool;single;1;0;681.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;32;County capital;Living with family;Post-graduate;single;1;0;2862.25;4;36;Human health and social work activities;> 1.000;17;False;1;0;0;0;0;0;0;0
C;48;Rural area;Owner without mortgage;Highschool;married;2;0;1366.0;18;33;Human health and social work activities;between 51-100;1;False;1;0;0;0;0;0;0;0
C;62;Urban area;Owner without mortgage;University;single;1;0;1848.0;25;25;Education;between 51-100;12;False;0;0;0;0;1;0;0;0
C;67;Rural area;Owner without mortgage;University;married;2;0;1528.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
F;35;County capital;Living with family;University;married;2;0;1908.0;11;15;Professional, scientific and technical activities;between 0-10;2;False;0;0;0;0;0;0;0;0
C;50;Urban area;Owner without mortgage;Highschool;married;2;0;668.0;1;23;Other;> 1.000;12;False;0;0;0;0;1;0;0;0
B;66;County capital;Owner without mortgage;University;married;2;0;956.0;5;16;Missing;Missing;12;False;0;0;0;0;1;0;0;0
B;44;County capital;Owner without mortgage;University;single;1;0;835.23;3;17;Wholesale and retail trade;between 101-250;2;False;0;0;0;0;0;0;0;0
C;36;County capital;Living with family;Vocational school;married;3;1;860.745;2;5;Manufacturing;between 501-1.000;1;False;1;0;0;0;0;0;0;0
E;50;Rural area;Owner without mortgage;Highschool;married;2;0;1333.0;9;16;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
C;36;County capital;Living with family;University;married;4;2;4107.62;8;11;Wholesale and retail trade;between 21-50;1;True;1;0;1;0;0;0;0;0
B;24;County capital;Living with family;University;single;1;0;1264.0;2;22;Wholesale and retail trade;between 251-500;2;False;0;0;0;0;0;0;0;0
B;60;County capital;Owner without mortgage;University;married;2;0;897.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
C;49;County capital;Owner without mortgage;University;married;2;0;4046.5;15;15;Electricity and gas;> 1.000;2;False;0;0;0;0;0;0;0;0
E;61;County capital;Owner without mortgage;Vocational school;married;2;0;898.0;5;16;Missing;Missing;2;True;1;0;1;0;0;0;0;0
F;31;Urban area;Living with family;Highschool;married;2;0;2056.06;6;18;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
E;27;Urban area;Living with family;Post-graduate;single;1;0;1420.0;4;10;Other;> 1.000;9;True;1;0;1;0;0;0;0;0
C;64;County capital;Owner without mortgage;Post secondary school;divorced;1;0;1691.0;5;16;Missing;Missing;5;True;1;0;0;0;0;0;0;0
E;32;Urban area;Living with family;Vocational school;married;2;0;1137.59;1;79;Other;> 1.000;1;True;1;0;0;0;0;0;0;0
C;42;County capital;Owner without mortgage;Post secondary school;married;2;0;1634.245;7;11;Manufacturing;between 501-1.000;15;False;0;0;0;0;1;0;0;0
F;44;County capital;Living with family;University;single;1;0;2665.4975;21;26;Public administration and defence;between 501-1.000;2;False;1;0;0;0;0;0;0;0
C;62;Urban area;Owner without mortgage;Post secondary school;single;1;0;901.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;57;Urban area;Owner without mortgage;Post secondary school;divorced;1;1;1025.0;5;16;Missing;Missing;11;False;1;0;0;0;1;0;0;0
B;48;County capital;Owner without mortgage;Middle school;married;2;0;1061.0;3;14;Accommodation and food service activities;between 21-50;14;False;0;0;0;0;0;0;0;0
F;39;County capital;Owner without mortgage;University;married;2;0;1529.0;6;53;Education;between 101-250;1;True;1;0;0;0;0;0;0;0
B;35;Rural area;Owner without mortgage;Vocational school;married;2;0;991.46;13;14;Water supply;> 1.000;8;True;1;0;0;0;0;0;0;0
C;37;Urban area;Owner with mortgage;Highschool;married;4;2;1870.5;8;21;Public administration and defence;between 501-1.000;1;True;1;0;0;0;0;0;0;0
B;27;Rural area;Owner without mortgage;Post secondary school;single;2;1;640.0;2;14;Water supply;> 1.000;2;True;1;0;1;0;0;0;0;1
F;35;Rural area;Living with family;Highschool;married;2;0;3145.4775;2;2;Manufacturing;between 51-100;2;False;0;0;0;0;0;0;0;0
B;31;Urban area;Owner without mortgage;Vocational school;married;2;0;936.5;10;15;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;1
B;43;County capital;Owner without mortgage;University;married;3;1;3169.0;20;22;Missing;between 101-250;12;False;0;0;0;0;1;0;0;0
C;64;Rural area;Owner without mortgage;University;single;1;0;745.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;48;County capital;Owner with mortgage;University;married;3;1;7959.5;21;25;Public administration and defence;between 51-100;9;False;0;0;0;0;0;0;0;0
B;62;County capital;Owner without mortgage;Highschool;widow;1;0;1325.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
F;30;County capital;Owner without mortgage;University;single;1;0;1863.0;9;26;Missing;> 1.000;2;False;0;0;0;0;0;0;0;0
B;46;County capital;Owner without mortgage;Missing;married;2;0;2468.0;24;44;Missing;between 501-1.000;11;False;0;0;0;0;1;0;0;0
E;30;Rural area;Owner without mortgage;College;divorced;1;0;1259.4;7;16;Public administration and defence;between 101-250;8;True;1;0;0;0;0;0;0;0
F;27;County capital;Living with family;Highschool;single;1;0;1355.0;5;24;Manufacturing;between 251-500;1;True;1;0;1;0;0;0;0;0
F;29;Rural area;Living with family;University;single;1;0;6501.0;7;65;Professional, scientific and technical activities;between 251-500;1;True;1;0;0;0;0;0;0;0
B;63;County capital;Owner without mortgage;Highschool;widow;1;0;753.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
E;25;County capital;Living with family;Highschool;single;1;0;918.0;5;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
F;39;Urban area;Owner without mortgage;University;married;4;2;1653.33;15;16;Manufacturing;between 101-250;10;False;0;0;0;0;1;0;0;0
C;56;Rural area;Owner without mortgage;Vocational school;married;2;0;1352.0;8;14;Manufacturing;between 21-50;13;False;0;0;0;0;1;0;0;0
C;47;County capital;Owner without mortgage;University;married;2;0;7069.0;22;24;Manufacturing;between 501-1.000;12;True;1;0;0;0;1;0;0;0
C;22;County capital;Living with family;Post secondary school;single;1;0;1147.0;3;12;Wholesale and retail trade;> 1.000;1;False;0;0;0;0;0;0;0;0
C;64;Rural area;Living with family;Post secondary school;Single;1;0;868.0;5;16;Missing;Missing;6;True;1;0;0;0;0;0;0;0
F;52;Urban area;Owner without mortgage;University;divorced;1;0;1838.0;12;12;Financial and insurance activities;between 0-10;10;False;0;0;0;0;1;0;0;0
F;25;Urban area;Living with family;Missing;single;1;0;2609.655;3;10;Other;> 1.000;1;True;1;0;0;0;0;0;0;0
C;48;County capital;Living with family;University;single;1;0;2091.9525;12;95;Manufacturing;between 251-500;1;False;1;0;0;0;0;0;0;0
C;62;Rural area;Owner without mortgage;Other;married;2;0;744.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
B;43;Urban area;Owner without mortgage;Highschool;married;3;1;1013.0;6;14;Manufacturing;between 51-100;14;False;0;0;0;0;0;0;0;0
B;56;Urban area;Owner without mortgage;Post-graduate;single;1;0;1250.0;7;11;Human health and social work activities;between 501-1.000;9;False;0;0;0;0;1;0;0;0
F;33;County capital;Living with family;University;single;1;0;2683.825;2;5;Other;between 501-1.000;1;False;1;0;0;0;0;0;0;0
F;30;"";Living with family;University;single;1;0;1453.0;7;7;Wholesale and retail trade;between 101-250;2;False;0;0;0;0;0;0;0;0
E;37;County capital;Owner without mortgage;Highschool;married;3;1;1989.33;10;25;Manufacturing;> 1.000;10;True;1;0;0;0;0;0;0;0
F;60;County capital;Owner without mortgage;Post secondary school;married;2;0;6752.0;19;20;Wholesale and retail trade;between 21-50;13;False;0;0;0;0;1;0;0;0
C;42;County capital;Owner without mortgage;Highschool;married;2;0;1490.0;2;22;Wholesale and retail trade;between 251-500;11;False;0;0;0;0;0;0;0;0
C;38;County capital;Living with family;Highschool;single;1;0;1199.25;10;10;Wholesale and retail trade;between 251-500;13;False;0;0;0;0;0;0;0;0
F;30;County capital;Owner with mortgage;Post-graduate;married;1;0;1673.9975;2;10;Manufacturing;> 1.000;5;False;0;0;0;0;1;0;0;0
C;48;Urban area;Owner without mortgage;Post secondary school;married;2;0;832.0;3;4;Other;between 101-250;9;False;0;0;0;0;0;0;0;0
B;29;Rural area;Living with family;Other;single;1;0;1275.3;2;17;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;1
B;49;Rural area;Owner without mortgage;Vocational school;married;2;0;1213.575;1;18;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;25;County capital;Living with family;University;single;1;0;833.0;6;21;Real estate activities;between 101-250;1;False;0;0;0;0;0;0;0;0
E;65;County capital;Owner without mortgage;University;married;2;0;8391.0;5;21;Wholesale and retail trade;between 11-20;1;True;1;0;0;0;0;0;0;0
E;57;County capital;Owner without mortgage;University;married;2;0;3744.25;3;3;Electricity and gas;between 501-1.000;7;True;1;0;0;0;0;0;0;0
C;26;County capital;Living with family;Other;single;1;0;1580.75;2;23;Wholesale and retail trade;> 1.000;2;False;0;0;0;0;0;0;0;0
C;39;Rural area;Owner without mortgage;College;married;2;0;1128.0;4;18;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
B;37;County capital;Owner without mortgage;University;married;2;0;3664.75;6;6;Financial and insurance activities;> 1.000;12;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;single;1;0;5001.0;3;4;Construction;between 21-50;2;False;0;0;0;0;0;0;0;0
C;65;Urban area;Owner without mortgage;Middle school;married;2;0;783.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;34;County capital;Living with family;University;single;1;0;1297.6678;2;27;Human health and social work activities;> 1.000;1;False;0;0;0;0;0;0;0;0
B;28;Rural area;Living with family;Highschool;married;3;1;868.0;3;47;Public administration and defence;between 101-250;2;False;0;0;0;0;0;0;0;0
F;33;Urban area;Living with family;University;single;1;0;1412.61;8;16;Financial and insurance activities;> 1.000;1;True;1;0;0;0;0;0;0;0
C;52;County capital;Owner without mortgage;Other;married;2;0;1526.0;9;16;Missing;> 1.000;13;False;0;0;0;0;1;0;0;0
B;63;County capital;Owner without mortgage;College;widow;1;0;807.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
F;42;County capital;Owner without mortgage;University;divorced;2;1;2027.0;8;93;Human health and social work activities;between 501-1.000;11;False;1;0;0;0;0;0;0;0
B;46;County capital;Owner without mortgage;University;married;2;0;1469.0;6;9;Public administration and defence;between 251-500;1;False;0;0;0;0;0;0;0;0
E;64;County capital;Owner without mortgage;College;single;1;0;1615.5;37;46;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
F;30;County capital;Living with family;Post-graduate;single;1;0;2632.45;4;4;Professional, scientific and technical activities;between 0-10;11;False;0;0;0;0;0;0;0;0
C;24;Urban area;Owner without mortgage;Other;single;1;0;1114.75;2;2;Manufacturing;between 501-1.000;1;True;1;0;0;0;0;0;0;0
F;41;County capital;Living with family;College;married;5;3;864.0;5;16;Missing;between 101-250;1;False;1;0;0;0;0;0;0;0
C;68;Rural area;Owner without mortgage;Post secondary school;married;2;0;1092.0;5;16;Missing;Missing;4;False;1;0;0;0;1;0;0;0
F;35;County capital;Other;University;married;2;0;1377.0;2;21;Wholesale and retail trade;> 1.000;1;False;0;0;0;0;0;0;0;0
B;50;Rural area;Owner without mortgage;Post secondary school;married;2;0;2104.0;2;22;Construction;between 51-100;1;False;1;0;0;0;0;0;0;0
B;48;County capital;Owner without mortgage;University;single;1;0;3370.85;2;11;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;36;County capital;Owner with mortgage;University;married;4;2;5097.0;14;18;Manufacturing;between 101-250;13;False;0;0;0;0;0;0;0;0
B;43;County capital;Owner without mortgage;University;married;2;0;1233.0;5;12;Human health and social work activities;between 0-10;6;False;0;0;0;0;0;0;0;0
B;62;Rural area;Owner without mortgage;Post secondary school;widow;1;0;699.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
C;28;Urban area;Owner with mortgage;University;single;1;0;946.0;5;16;Missing;Missing;9;False;0;0;0;0;0;0;0;0
B;39;County capital;Owner without mortgage;Other;married;2;0;1556.66;18;25;Manufacturing;> 1.000;11;True;1;0;1;0;1;0;0;0
B;61;County capital;Owner without mortgage;Vocational school;married;2;0;1331.0;5;16;Missing;Missing;1;True;1;0;1;0;0;0;0;0
F;23;Urban area;Living with family;University;single;1;0;1502.8;5;6;Manufacturing;between 101-250;1;False;0;0;0;0;0;0;0;0
C;32;County capital;Owner without mortgage;University;married;2;0;1688.0;12;24;Manufacturing;between 251-500;12;False;1;0;0;0;0;0;0;0
B;53;Rural area;Owner without mortgage;Missing;married;2;0;1070.6;9;9;Professional, scientific and technical activities;between 251-500;12;False;0;0;0;0;1;0;0;0
B;26;Rural area;Living with family;Post secondary school;single;1;0;1408.495;5;15;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
C;54;County capital;Owner without mortgage;Post-graduate;married;2;0;2986.0;5;13;Public administration and defence;between 501-1.000;11;False;0;0;0;0;1;0;0;0
C;30;County capital;Owner without mortgage;Post-graduate;single;1;0;2475.33;2;25;Financial and insurance activities;> 1.000;2;False;0;0;0;0;0;0;0;0
C;65;Rural area;Owner without mortgage;Highschool;married;2;0;955.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;42;Urban area;Owner with mortgage;University;married;3;1;4364.3075;15;63;Other;between 21-50;1;True;1;0;0;0;0;0;0;0
E;31;Urban area;Living with family;University;single;1;0;6302.0;4;8;Information and communication;between 101-250;1;True;1;0;0;0;0;0;0;0
F;37;Urban area;Owner with mortgage;University;married;3;1;2544.41;5;"";Missing;Missing;13;False;0;0;0;0;1;0;0;0
C;33;County capital;Owner without mortgage;University;married;3;1;4542.25;9;11;Manufacturing;between 501-1.000;3;False;1;0;0;0;1;0;0;0
F;29;County capital;Living with family;University;single;1;0;3199.33;5;15;Missing;> 1.000;8;False;0;0;0;0;1;0;0;0
F;33;County capital;Living with family;Highschool;single;1;0;1490.8275;12;18;Manufacturing;between 51-100;11;False;0;0;0;0;1;0;0;0
E;59;Rural area;Owner without mortgage;Highschool;single;1;0;638.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
B;39;County capital;Owner without mortgage;Highschool;married;2;1;776.0;7;17;Wholesale and retail trade;between 101-250;2;False;0;0;0;0;0;0;0;0
C;26;County capital;Living with family;University;single;1;0;1400.0;2;23;Transportation and storage;between 21-50;1;False;0;0;0;0;0;0;0;0
B;62;Rural area;Living with family;Vocational school;widow;1;0;609.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;42;Rural area;Owner without mortgage;Highschool;married;2;0;857.0;4;22;Manufacturing;> 1.000;7;False;0;0;0;0;0;0;0;0
C;30;Urban area;Living with family;Post-graduate;single;3;2;2406.22;3;18;Transportation and storage;between 21-50;10;False;0;0;0;0;0;0;0;1
F;26;County capital;Owner with mortgage;University;married;2;0;2590.31;4;11;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
C;48;County capital;Living with family;College;divorced;1;0;1049.0;6;15;Wholesale and retail trade;between 21-50;2;False;0;0;0;0;0;0;0;1
C;66;County capital;Owner without mortgage;Other;widow;1;0;841.0;5;16;Missing;Missing;2;False;0;0;0;0;0;0;0;0
F;34;Rural area;Living with family;Vocational school;married;3;1;3218.5;1;21;Transportation and storage;between 101-250;12;False;0;0;0;0;0;0;0;0
E;41;County capital;Living with family;University;married;3;1;4587.0;8;8;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;0
B;41;Urban area;Owner without mortgage;Post secondary school;single;1;0;1178.53;9;19;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Missing;single;1;0;937.0;5;16;Missing;Missing;12;False;0;0;0;0;1;0;0;0
B;60;County capital;Owner with mortgage;Other;married;2;0;2908.0;5;16;Missing;Missing;13;False;0;0;0;0;0;0;0;0
C;29;Rural area;Living with family;Post secondary school;single;1;0;1388.245;5;18;Manufacturing;> 1.000;1;False;0;0;0;0;0;0;0;0
F;42;County capital;Living with family;University;single;1;0;2250.71;21;21;Electricity and gas;between 51-100;2;False;0;0;0;0;0;0;0;0
F;35;County capital;Living with family;Highschool;married;2;0;1839.0;2;16;Manufacturing;between 501-1.000;2;False;0;0;0;0;0;0;0;0
B;42;County capital;Living with family;Other;divorced;1;0;922.66;3;21;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;1
B;27;Urban area;Owner without mortgage;Post secondary school;single;1;0;5587.83;2;3;Transportation and storage;between 21-50;1;True;1;0;0;0;0;0;0;0
C;48;Urban area;Owner without mortgage;Other;married;2;0;1287.0;5;17;Manufacturing;between 21-50;1;True;1;0;0;0;0;0;0;0
C;39;County capital;Owner without mortgage;Highschool;married;4;2;3101.39;15;17;Manufacturing;between 501-1.000;1;False;0;0;0;0;0;0;0;0
B;32;Rural area;Owner without mortgage;Highschool;married;2;0;1010.25;12;18;Manufacturing;between 101-250;7;False;0;0;0;0;0;0;0;0
B;38;County capital;Owner without mortgage;University;single;1;0;2729.0;2;2;Public administration and defence;> 1.000;9;True;1;0;0;0;0;0;0;0
C;65;County capital;Owner without mortgage;Post-graduate;widow;1;0;747.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;35;County capital;Living with family;Missing;married;3;1;3654.0;5;7;Information and communication;between 51-100;10;False;0;0;0;0;0;0;0;0
F;30;County capital;Living with family;Post-graduate;married;2;0;1064.0;4;13;Human health and social work activities;between 11-20;2;False;0;0;0;0;0;0;0;0
E;59;County capital;Owner without mortgage;University;divorced;1;0;1485.0;5;16;Missing;Missing;6;True;1;0;0;0;0;0;0;0
F;32;Rural area;Owner with mortgage;University;single;1;0;2400.5025;5;16;Public administration and defence;between 501-1.000;2;True;1;0;0;0;0;0;0;0
B;60;Rural area;Owner without mortgage;Vocational school;married;2;0;1057.33;10;17;Real estate activities;between 251-500;1;True;1;0;1;0;0;0;0;0
F;25;County capital;Living with family;Post-graduate;married;2;0;1097.75;2;5;Manufacturing;between 501-1.000;1;False;1;0;0;0;0;0;0;0
F;37;County capital;Living with family;Highschool;married;3;1;3892.5;2;7;Transportation and storage;between 0-10;1;True;1;0;0;0;0;0;0;0
C;30;County capital;Living with family;University;single;1;0;1884.08;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;56;County capital;Owner without mortgage;Highschool;married;2;0;1823.66;15;15;Water supply;between 101-250;1;False;0;0;0;0;0;0;0;0
C;49;Urban area;Owner without mortgage;Vocational school;married;2;0;1090.8;3;14;Other;between 251-500;1;False;0;0;0;0;0;0;0;0
C;23;Rural area;Living with family;College;single;1;0;1327.965;3;11;Manufacturing;> 1.000;2;False;0;0;0;0;0;0;0;0
C;46;Urban area;Owner with mortgage;University;married;3;1;2034.88;8;20;Financial and insurance activities;> 1.000;12;True;1;0;0;0;0;0;0;0
B;22;County capital;Other;Vocational school;single;1;0;784.2175;3;23;Manufacturing;between 501-1.000;2;False;0;0;0;0;0;0;0;1
C;28;Urban area;Living with family;Highschool;single;1;0;1612.53;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
F;30;County capital;Living with family;University;married;2;0;3004.0;6;19;Manufacturing;between 501-1.000;11;False;0;0;0;0;0;0;0;0
C;64;County capital;Owner without mortgage;Other;married;2;0;2413.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
C;68;Rural area;Owner without mortgage;Highschool;widow;1;0;743.0;5;16;Missing;Missing;1;False;0;0;0;0;0;0;0;0
B;33;County capital;Living with family;University;divorced;2;1;4888.0;2;24;Manufacturing;between 501-1.000;12;False;0;0;0;0;1;0;0;0
E;30;County capital;Owner with mortgage;University;married;2;0;2340.2225;9;21;Manufacturing;> 1.000;2;True;1;0;1;0;0;0;0;0
E;44;Rural area;Owner without mortgage;Vocational school;married;2;0;639.0;1;24;Accommodation and food service activities;between 501-1.000;1;True;1;0;1;0;0;0;0;0
C;51;County capital;Owner without mortgage;Post secondary school;widow;1;0;694.0;11;11;Other;between 501-1.000;1;True;1;0;1;0;0;0;0;0
B;59;Urban area;Owner without mortgage;Other;married;2;0;817.0;5;16;Missing;Missing;1;False;1;0;0;0;0;0;0;0
C;23;County capital;Living with family;University;single;1;0;1482.41;2;17;Manufacturing;> 1.000;1;True;1;0;0;0;0;0;0;1
E;30;Rural area;Living with family;University;single;1;0;758.66;2;24;Manufacturing;between 501-1.000;1;True;1;0;1;0;0;0;0;0
E;67;County capital;Owner without mortgage;Missing;married;2;0;799.0;5;16;Missing;Missing;1;True;1;0;0;0;0;0;0;0
C;66;County capital;Owner without mortgage;Vocational school;widow;1;0;1041.0;5;16;Missing;Missing;6;True;1;0;0;0;0;0;0;1
E;60;Rural area;Owner without mortgage;Highschool;married;2;0;1572.5;16;24;Water supply;between 501-1.000;1;True;1;0;0;0;0;0;0;0
